"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"kit-fisto","6","mk-6-neuro-saav-electrobinoculars","mk-6-taggeco-holo-lens","mk-2-athakam-medpac","mk-2-merr-sonn-shield-generator","mk-4-cec-fusion-furnace","mk-3-sienar-holo-projector"
"kit-fisto","7","mk-6-nubian-security-scanner","mk-7-taggeco-holo-lens","mk-4-nubian-design-tech","mk-7-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-4-chiewab-hypo-syringe"
"kit-fisto","8","mk-5-akt-stun-gun","mk-6-nubian-security-scanner","mk-2-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-8-taggeco-holo-lens"
"kit-fisto","9","mk-5-cec-fusion-furnace","mk-5-merr-sonn-thermal-detonator","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-7-neuro-saav-electrobinoculars","mk-4-nubian-design-tech"
"kit-fisto","10","mk-4-sienar-holo-projector","mk-4-chedak-comlink","mk-7-nubian-security-scanner","mk-5-akt-stun-gun","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array"
"kit-fisto","11","mk-4-sienar-holo-projector","mk-5-athakam-medpac","mk-10-taggeco-holo-lens","mk-9-fabritech-data-pad","mk-7-merr-sonn-shield-generator","unknown-gear"
"kylo-ren","1","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-cec-fusion-furnace"
"kylo-ren","2","mk-1-neuro-saav-electrobinoculars","mk-2-biotech-implant","mk-2-taggeco-holo-lens","mk-2-loronar-power-cell","mk-1-chiewab-hypo-syringe","mk-1-sienar-holo-projector"
"kylo-ren","3","mk-1-chiewab-hypo-syringe","mk-3-sorosuub-keypad","mk-2-blastech-weapon-mod","mk-4-baw-armor-mod","mk-5-baw-armor-mod","mk-4-fabritech-data-pad"
"kylo-ren","4","mk-1-nubian-security-scanner","mk-1-chedak-comlink","mk-2-merr-sonn-thermal-detonator","mk-4-fabritech-data-pad","mk-5-taggeco-holo-lens","mk-6-baw-armor-mod"
"kylo-ren","5","mk-1-merr-sonn-shield-generator","mk-4-blastech-weapon-mod","mk-3-fabritech-data-pad","mk-5-blastech-weapon-mod","mk-4-nubian-security-scanner","mk-6-neuro-saav-electrobinoculars"
"kylo-ren","6","mk-2-czerka-stun-cuffs","mk-4-merr-sonn-thermal-detonator","mk-6-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller"
"kylo-ren","7","mk-4-fabritech-data-pad","mk-6-fabritech-data-pad","mk-4-chiewab-hypo-syringe","mk-5-sorosuub-keypad","mk-7-taggeco-holo-lens","mk-3-chedak-comlink"
"kylo-ren","8","mk-5-taggeco-holo-lens","mk-2-athakam-medpac","mk-5-merr-sonn-shield-generator","mk-3-carbanti-sensor-array","mk-8-taggeco-holo-lens","mk-5-akt-stun-gun"
"kylo-ren","9","mk-7-nubian-security-scanner","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-6-nubian-design-tech","mk-4-chedak-comlink"
"kylo-ren","10","mk-6-merr-sonn-shield-generator","mk-8-biotech-implant","mk-7-merr-sonn-shield-generator","mk-10-blastech-weapon-mod","mk-9-neuro-saav-electrobinoculars","mk-4-sienar-holo-projector"
"kylo-ren","11","mk-6-merr-sonn-thermal-detonator","mk-11-blastech-weapon-mod","mk-5-athakam-medpac","mk-9-fabritech-data-pad","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"lando-calrissian","1","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-cec-fusion-furnace","mk-2-neuro-saav-electrobinoculars"
"lando-calrissian","2","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-merr-sonn-shield-generator","mk-2-nubian-security-scanner","mk-1-nubian-design-tech","mk-3-neuro-saav-electrobinoculars"
"lando-calrissian","3","mk-1-chiewab-hypo-syringe","mk-2-baw-armor-mod","mk-2-nubian-security-scanner","mk-4-blastech-weapon-mod","mk-4-baw-armor-mod","mk-4-fabritech-data-pad"
"lando-calrissian","4","mk-2-chedak-comlink","mk-4-biotech-implant","mk-1-chedak-comlink","mk-3-chiewab-hypo-syringe","mk-3-merr-sonn-shield-generator","mk-2-sienar-holo-projector"
"lando-calrissian","5","mk-3-sorosuub-keypad","mk-1-merr-sonn-thermal-detonator","mk-4-taggeco-holo-lens","mk-5-biotech-implant","mk-4-nubian-design-tech","mk-2-czerka-stun-cuffs"
"lando-calrissian","6","mk-2-nubian-security-scanner","mk-3-merr-sonn-shield-generator","mk-5-biotech-implant","mk-3-merr-sonn-thermal-detonator","mk-7-loronar-power-cell","mk-8-blastech-weapon-mod"
"lando-calrissian","7","mk-6-blastech-weapon-mod","mk-6-fabritech-data-pad","mk-2-athakam-medpac","mk-4-sorosuub-keypad","mk-6-nubian-security-scanner","mk-6-chiewab-hypo-syringe"
"lando-calrissian","8","mk-3-arakyd-droid-caller","mk-5-biotech-implant","mk-7-fabritech-data-pad","mk-4-cec-fusion-furnace","mk-8-fabritech-data-pad","mk-5-cec-fusion-furnace"
"lando-calrissian","9","mk-4-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-6-nubian-security-scanner","mk-8-taggeco-holo-lens","mk-7-nubian-security-scanner","mk-4-athakam-medpac"
"lando-calrissian","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"lando-calrissian","11","unknown-gear","mk-3-zaltin-bacta-gel","unknown-gear","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","unknown-gear"
"lobot","1","mk-1-baw-armor-mod","mk-1-baw-armor-mod","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-taggeco-holo-lens","mk-1-arakyd-droid-caller"
"lobot","2","mk-1-neuro-saav-electrobinoculars","mk-1-fabritech-data-pad","mk-1-merr-sonn-shield-generator","mk-2-baw-armor-mod","mk-1-czerka-stun-cuffs","mk-2-sorosuub-keypad"
"lobot","3","mk-2-sorosuub-keypad","mk-1-czerka-stun-cuffs","mk-3-fabritech-data-pad","mk-3-biotech-implant","mk-5-loronar-power-cell","mk-4-taggeco-holo-lens"
"lobot","4","mk-2-loronar-power-cell","mk-2-arakyd-droid-caller","mk-3-neuro-saav-electrobinoculars","mk-5-blastech-weapon-mod","mk-3-merr-sonn-thermal-detonator","mk-3-nubian-design-tech"
"lobot","5","mk-3-akt-stun-gun","mk-5-loronar-power-cell","mk-3-chiewab-hypo-syringe","mk-3-merr-sonn-thermal-detonator","mk-7-baw-armor-mod","mk-1-zaltin-bacta-gel"
"lobot","6","mk-2-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-3-nubian-design-tech","mk-7-baw-armor-mod","mk-7-neuro-saav-electrobinoculars","mk-5-nubian-design-tech"
"lobot","7","mk-4-loronar-power-cell","mk-6-loronar-power-cell","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars","mk-8-taggeco-holo-lens","mk-6-merr-sonn-shield-generator"
"lobot","8","mk-2-chiewab-hypo-syringe","mk-3-merr-sonn-thermal-detonator","mk-7-baw-armor-mod","mk-4-cec-fusion-furnace","mk-7-neuro-saav-electrobinoculars","mk-7-biotech-implant"
"lobot","9","mk-3-merr-sonn-thermal-detonator","mk-7-loronar-power-cell","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars","mk-5-arakyd-droid-caller","mk-8-baw-armor-mod"
"lobot","10","mk-7-neuro-saav-electrobinoculars","mk-5-nubian-design-tech","mk-5-arakyd-droid-caller","mk-8-baw-armor-mod","mk-10-taggeco-holo-lens","mk-6-merr-sonn-thermal-detonator"
"lobot","11","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-7-merr-sonn-shield-generator","mk-7-merr-sonn-shield-generator","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"luke-skywalker","1","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-loronar-power-cell","mk-1-fabritech-data-pad"
"luke-skywalker","2","mk-1-sienar-holo-projector","mk-2-sorosuub-keypad","mk-2-cec-fusion-furnace","mk-2-nubian-security-scanner","mk-1-loronar-power-cell","mk-1-blastech-weapon-mod"
"luke-skywalker","3","mk-2-nubian-security-scanner","mk-3-loronar-power-cell","mk-1-sienar-holo-projector","mk-4-biotech-implant","mk-3-arakyd-droid-caller","mk-5-biotech-implant"
"luke-skywalker","4","mk-1-sienar-holo-projector","mk-2-chiewab-hypo-syringe","mk-3-cec-fusion-furnace","mk-5-neuro-saav-electrobinoculars","mk-4-fabritech-data-pad","mk-2-sienar-holo-projector"
"luke-skywalker","5","mk-4-loronar-power-cell","mk-2-merr-sonn-thermal-detonator","mk-5-baw-armor-mod","mk-2-sienar-holo-projector","mk-2-czerka-stun-cuffs","mk-4-merr-sonn-thermal-detonator"
"luke-skywalker","6","mk-3-blastech-weapon-mod","mk-5-biotech-implant","mk-6-fabritech-data-pad","mk-2-athakam-medpac","mk-4-chiewab-hypo-syringe","mk-8-blastech-weapon-mod"
"luke-skywalker","7","mk-4-biotech-implant","mk-5-merr-sonn-shield-generator","mk-7-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-3-chedak-comlink"
"luke-skywalker","8","mk-5-baw-armor-mod","mk-5-nubian-security-scanner","mk-4-chiewab-hypo-syringe","mk-8-fabritech-data-pad","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace"
"luke-skywalker","9","mk-3-arakyd-droid-caller","mk-8-blastech-weapon-mod","mk-8-taggeco-holo-lens","mk-6-chiewab-hypo-syringe","mk-5-akt-stun-gun","mk-9-blastech-weapon-mod"
"luke-skywalker","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"luke-skywalker","11","mk-6-merr-sonn-thermal-detonator","mk-4-sienar-holo-projector","mk-5-athakam-medpac","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","unknown-gear"
"luminara-unduli","1","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-arakyd-droid-caller","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-cec-fusion-furnace"
"luminara-unduli","2","mk-1-cec-fusion-furnace","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-2-nubian-security-scanner","mk-2-biotech-implant","mk-1-sorosuub-keypad"
"luminara-unduli","3","mk-2-neuro-saav-electrobinoculars","mk-2-biotech-implant","mk-2-blastech-weapon-mod","mk-3-fabritech-data-pad","mk-4-loronar-power-cell","mk-4-biotech-implant"
"luminara-unduli","4","mk-3-merr-sonn-shield-generator","mk-3-arakyd-droid-caller","mk-6-loronar-power-cell","mk-1-chedak-comlink","mk-2-sienar-holo-projector","mk-3-nubian-design-tech"
"luminara-unduli","5","mk-5-fabritech-data-pad","mk-3-biotech-implant","mk-4-loronar-power-cell","mk-1-chedak-comlink","mk-1-carbanti-sensor-array","mk-6-taggeco-holo-lens"
"luminara-unduli","6","mk-2-nubian-design-tech","mk-1-merr-sonn-thermal-detonator","mk-5-neuro-saav-electrobinoculars","mk-2-czerka-stun-cuffs","mk-4-sorosuub-keypad","mk-8-blastech-weapon-mod"
"luminara-unduli","7","mk-2-chedak-comlink","mk-2-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-4-arakyd-droid-caller","mk-6-nubian-security-scanner","mk-6-merr-sonn-shield-generator"
"luminara-unduli","8","mk-4-merr-sonn-shield-generator","mk-3-arakyd-droid-caller","mk-6-neuro-saav-electrobinoculars","mk-8-blastech-weapon-mod","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace"
"luminara-unduli","9","mk-2-merr-sonn-shield-generator","mk-1-carbanti-sensor-array","mk-4-arakyd-droid-caller","mk-8-fabritech-data-pad","mk-6-merr-sonn-shield-generator","mk-7-nubian-security-scanner"
"luminara-unduli","10","mk-8-blastech-weapon-mod","mk-8-taggeco-holo-lens","mk-6-chiewab-hypo-syringe","mk-7-nubian-security-scanner","mk-9-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel"
"luminara-unduli","11","unknown-gear","mk-7-merr-sonn-shield-generator","mk-10-blastech-weapon-mod","mk-9-fabritech-data-pad","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"mace-windu","1","mk-1-baw-armor-mod","mk-1-akt-stun-gun","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-arakyd-droid-caller"
"mace-windu","2","mk-1-neuro-saav-electrobinoculars","mk-2-baw-armor-mod","mk-2-baw-armor-mod","mk-1-czerka-stun-cuffs","mk-2-arakyd-droid-caller","mk-1-sienar-holo-projector"
"mace-windu","3","mk-2-loronar-power-cell","mk-1-nubian-design-tech","mk-1-czerka-stun-cuffs","mk-3-merr-sonn-shield-generator","mk-1-merr-sonn-thermal-detonator","mk-4-taggeco-holo-lens"
"mace-windu","4","mk-2-fabritech-data-pad","mk-4-merr-sonn-shield-generator","mk-1-merr-sonn-thermal-detonator","mk-2-merr-sonn-shield-generator","mk-4-nubian-design-tech","mk-3-nubian-design-tech"
"mace-windu","5","mk-5-loronar-power-cell","mk-4-taggeco-holo-lens","mk-3-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-7-fabritech-data-pad","mk-1-zaltin-bacta-gel"
"mace-windu","6","mk-3-biotech-implant","mk-4-loronar-power-cell","mk-3-nubian-design-tech","mk-7-loronar-power-cell","mk-4-akt-stun-gun","mk-5-nubian-design-tech"
"mace-windu","7","mk-2-chiewab-hypo-syringe","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-6-biotech-implant","mk-6-nubian-security-scanner","mk-3-athakam-medpac"
"mace-windu","8","mk-4-neuro-saav-electrobinoculars","mk-6-loronar-power-cell","mk-7-blastech-weapon-mod","mk-6-biotech-implant","mk-3-athakam-medpac","mk-5-arakyd-droid-caller"
"mace-windu","9","mk-3-merr-sonn-shield-generator","mk-7-loronar-power-cell","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars","mk-6-merr-sonn-shield-generator","mk-8-baw-armor-mod"
"mace-windu","10","mk-6-biotech-implant","mk-8-taggeco-holo-lens","mk-7-biotech-implant","mk-7-nubian-security-scanner","mk-5-athakam-medpac","mk-6-merr-sonn-thermal-detonator"
"mace-windu","11","mk-5-arakyd-droid-caller","mk-10-taggeco-holo-lens","mk-5-athakam-medpac","mk-6-merr-sonn-thermal-detonator","unknown-gear","unknown-gear"
"magmatrooper","1","mk-1-nubian-security-scanner","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-loronar-power-cell"
"magmatrooper","2","mk-1-akt-stun-gun","mk-1-merr-sonn-shield-generator","mk-2-taggeco-holo-lens","mk-1-chiewab-hypo-syringe","mk-3-taggeco-holo-lens","mk-2-fabritech-data-pad"
"magmatrooper","3","mk-2-taggeco-holo-lens","mk-4-neuro-saav-electrobinoculars","mk-3-merr-sonn-shield-generator","mk-1-merr-sonn-thermal-detonator","mk-2-merr-sonn-thermal-detonator","mk-4-baw-armor-mod"
"magmatrooper","4","mk-4-baw-armor-mod","mk-2-merr-sonn-thermal-detonator","mk-5-baw-armor-mod","mk-3-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-2-athakam-medpac"
"magmatrooper","5","mk-4-loronar-power-cell","mk-1-merr-sonn-thermal-detonator","mk-4-baw-armor-mod","mk-4-fabritech-data-pad","mk-5-taggeco-holo-lens","mk-6-taggeco-holo-lens"
"magmatrooper","6","mk-6-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator","mk-6-fabritech-data-pad","mk-2-athakam-medpac","mk-2-czerka-stun-cuffs","mk-8-blastech-weapon-mod"
"magmatrooper","7","mk-5-sorosuub-keypad","mk-6-merr-sonn-shield-generator","mk-7-taggeco-holo-lens","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-3-carbanti-sensor-array"
"magmatrooper","8","mk-4-nubian-security-scanner","mk-5-chiewab-hypo-syringe","mk-3-chedak-comlink","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs"
"magmatrooper","9","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-5-arakyd-droid-caller","mk-5-merr-sonn-thermal-detonator"
"magmatrooper","10","mk-6-nubian-security-scanner","mk-7-nubian-security-scanner","mk-7-nubian-security-scanner","mk-10-taggeco-holo-lens","mk-7-merr-sonn-shield-generator","mk-4-sienar-holo-projector"
"magmatrooper","11","mk-10-taggeco-holo-lens","unknown-gear","mk-8-taggeco-holo-lens","mk-9-fabritech-data-pad","mk-3-zaltin-bacta-gel","unknown-gear"
"mob-enforcer","1","mk-1-neuro-saav-electrobinoculars","mk-1-neuro-saav-electrobinoculars","mk-1-blastech-weapon-mod","mk-1-akt-stun-gun","mk-1-blastech-weapon-mod","mk-1-akt-stun-gun"
"mob-enforcer","2","mk-1-czerka-stun-cuffs","mk-3-baw-armor-mod","mk-3-taggeco-holo-lens","mk-3-taggeco-holo-lens","mk-2-sorosuub-keypad","mk-3-loronar-power-cell"
"mob-enforcer","3","mk-2-chedak-comlink","mk-5-blastech-weapon-mod","mk-5-neuro-saav-electrobinoculars","mk-3-fabritech-data-pad","mk-3-baw-armor-mod","mk-4-neuro-saav-electrobinoculars"
"mob-enforcer","4","mk-3-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-1-chedak-comlink","mk-4-loronar-power-cell","mk-3-nubian-security-scanner","mk-5-neuro-saav-electrobinoculars"
"mob-enforcer","5","mk-3-arakyd-droid-caller","mk-2-czerka-stun-cuffs","mk-1-merr-sonn-thermal-detonator","mk-4-taggeco-holo-lens","mk-4-chiewab-hypo-syringe","mk-5-blastech-weapon-mod"
"mob-enforcer","6","mk-5-nubian-design-tech","mk-6-neuro-saav-electrobinoculars","mk-2-athakam-medpac","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-1-athakam-medpac"
"mob-enforcer","7","mk-3-athakam-medpac","mk-6-neuro-saav-electrobinoculars","mk-2-sienar-holo-projector","mk-7-blastech-weapon-mod","mk-5-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe"
"mob-enforcer","8","mk-5-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-7-neuro-saav-electrobinoculars","mk-7-loronar-power-cell","mk-6-taggeco-holo-lens","mk-4-taggeco-holo-lens"
"mob-enforcer","9","mk-5-carbanti-sensor-array","mk-4-chedak-comlink","mk-6-chiewab-hypo-syringe","mk-4-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-8-taggeco-holo-lens"
"mob-enforcer","10","mk-11-blastech-weapon-mod","mk-5-merr-sonn-thermal-detonator","mk-10-blastech-weapon-mod","mk-7-taggeco-holo-lens","mk-3-athakam-medpac","mk-5-akt-stun-gun"
"mob-enforcer","11","unknown-gear","mk-6-merr-sonn-thermal-detonator","mk-8-biotech-implant","mk-5-athakam-medpac","mk-9-fabritech-data-pad","mk-7-merr-sonn-shield-generator"
"nightsister-acolyte","1","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-taggeco-holo-lens","mk-1-arakyd-droid-caller"
"nightsister-acolyte","2","mk-1-baw-armor-mod","mk-1-merr-sonn-shield-generator","mk-2-baw-armor-mod","mk-2-baw-armor-mod","mk-1-nubian-design-tech","mk-1-sienar-holo-projector"
"nightsister-acolyte","3","mk-1-nubian-design-tech","mk-3-blastech-weapon-mod","mk-2-arakyd-droid-caller","mk-1-sienar-holo-projector","mk-4-merr-sonn-shield-generator","mk-4-loronar-power-cell"
"nightsister-acolyte","4","mk-2-arakyd-droid-caller","mk-4-neuro-saav-electrobinoculars","mk-3-akt-stun-gun","mk-3-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-4-nubian-design-tech"
"nightsister-acolyte","5","mk-4-neuro-saav-electrobinoculars","mk-5-loronar-power-cell","mk-4-taggeco-holo-lens","mk-7-blastech-weapon-mod","mk-4-nubian-design-tech","mk-2-carbanti-sensor-array"
"nightsister-acolyte","6","mk-3-neuro-saav-electrobinoculars","mk-3-biotech-implant","mk-3-merr-sonn-thermal-detonator","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars","mk-5-nubian-design-tech"
"nightsister-acolyte","7","mk-3-neuro-saav-electrobinoculars","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-2-carbanti-sensor-array","mk-4-cec-fusion-furnace","mk-3-athakam-medpac"
"nightsister-acolyte","8","mk-7-blastech-weapon-mod","mk-1-zaltin-bacta-gel","mk-3-sienar-holo-projector","mk-4-akt-stun-gun","mk-5-nubian-design-tech","mk-5-arakyd-droid-caller"
"nightsister-acolyte","9","mk-5-loronar-power-cell","mk-4-nubian-design-tech","mk-1-zaltin-bacta-gel","mk-4-cec-fusion-furnace","mk-3-athakam-medpac","mk-5-carbanti-sensor-array"
"nightsister-acolyte","10","mk-8-taggeco-holo-lens","mk-7-nubian-security-scanner","mk-8-baw-armor-mod","mk-10-taggeco-holo-lens","mk-8-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel"
"nightsister-acolyte","11","mk-5-carbanti-sensor-array","mk-4-athakam-medpac","mk-9-neuro-saav-electrobinoculars","mk-8-neuro-saav-electrobinoculars","mk-6-cec-fusion-furnace","unknown-gear"
"nightsister-initiate","1","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-taggeco-holo-lens","mk-1-neuro-saav-electrobinoculars"
"nightsister-initiate","2","mk-1-nubian-security-scanner","mk-1-chiewab-hypo-syringe","mk-1-chiewab-hypo-syringe","mk-2-neuro-saav-electrobinoculars","mk-2-taggeco-holo-lens","mk-3-loronar-power-cell"
"nightsister-initiate","3","mk-2-taggeco-holo-lens","mk-4-blastech-weapon-mod","mk-2-akt-stun-gun","mk-3-sorosuub-keypad","mk-4-baw-armor-mod","mk-1-athakam-medpac"
"nightsister-initiate","4","mk-5-fabritech-data-pad","mk-3-nubian-security-scanner","mk-3-sorosuub-keypad","mk-4-baw-armor-mod","mk-4-fabritech-data-pad","mk-2-athakam-medpac"
"nightsister-initiate","5","mk-3-baw-armor-mod","mk-4-blastech-weapon-mod","mk-2-akt-stun-gun","mk-4-fabritech-data-pad","mk-5-taggeco-holo-lens","mk-6-taggeco-holo-lens"
"nightsister-initiate","6","mk-2-nubian-design-tech","mk-5-baw-armor-mod","mk-1-carbanti-sensor-array","mk-7-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller"
"nightsister-initiate","7","mk-3-biotech-implant","mk-5-taggeco-holo-lens","mk-7-fabritech-data-pad","mk-6-nubian-security-scanner","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array"
"nightsister-initiate","8","mk-4-fabritech-data-pad","mk-1-carbanti-sensor-array","mk-4-sorosuub-keypad","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun"
"nightsister-initiate","9","mk-5-arakyd-droid-caller","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-5-akt-stun-gun","mk-4-chedak-comlink","mk-7-nubian-security-scanner"
"nightsister-initiate","10","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-9-blastech-weapon-mod","mk-5-merr-sonn-thermal-detonator","mk-8-biotech-implant"
"nightsister-initiate","11","mk-9-neuro-saav-electrobinoculars","mk-5-merr-sonn-thermal-detonator","mk-11-blastech-weapon-mod","mk-8-biotech-implant","mk-4-sienar-holo-projector","unknown-gear"
"nute-gunray","1","mk-1-blastech-weapon-mod","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-cec-fusion-furnace"
